BEOGRAD;Jesen;06.10.2022,12:15;12;2.034.379;44.589.675;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Jesen;09.10.2022,14:50;14;20.308.697;44.594.061;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK
BEOGRAD;Jesen;09.10.2022,19:20;19;2.039.529;4.452.102;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Jesen;15.10.2022,08:40;08;20.418.595;44.579.483;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Jesen;15.10.2022,16:55;16;20.417.811;44.574.372;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK
BEOGRAD;Jesen;15.10.2022,03:15;03;2.036.115;446.132;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;16.10.2022,14:15;14;2.033.102;44.581.751;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK
BEOGRAD;Jesen;17.10.2022,06:00;06;20.417.846;44.582.893;Sa povredjenim;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;19.10.2022,16:40;16;20.411.582;44.505.831;Sa povredjenim;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;20.10.2022,17:00;17;2.040.873;4.462.148;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Jesen;21.10.2022,14:30;14;20.368.249;44.621.486;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Jesen;22.10.2022,09:00;09;2.041.027;4.462.443;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;22.10.2022,20:10;20;2.042.037;4.457.363;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Jesen;22.10.2022,15:30;15;2.039.044;4.448.879;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Jesen;24.10.2022,10:50;10;2.042.358;44.570.523;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Jesen;26.10.2022,17:30;17;2.041.367;44.58;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Jesen;30.10.2022,12:35;12;2.033.198;4.462.998;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Jesen;31.10.2022,15:30;15;20.415.576;44.580.896;Sa mat.stetom;SN SA PEŠACIMA
BEOGRAD;Jesen;02.11.2022,17:30;17;20.321.704;44.599.878;Sa povredjenim;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;03.11.2022,13:50;13;2.041.403;4.455.379;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – SKRETANjE ILI PRELAZAK
BEOGRAD;Jesen;05.11.2022,17:45;17;20.427.403;4.464.084;Sa mat.stetom;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Jesen;07.11.2022,22:50;22;2.036.679;4.461.983;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Jesen;07.11.2022,23:00;23;20.407.711;44.632.685;Sa mat.stetom;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;07.11.2022,10:00;10;2.041.705;445.792;Sa mat.stetom;SN SA PARKIRANIM VOZILIMA
BEOGRAD;Jesen;09.11.2022,13:00;13;20.406.392;44.634.169;Sa povredjenim;SN SA JEDNIM VOZILOM
BEOGRAD;Jesen;17.11.2022,17:00;17;20.371.527;44.624.328;Sa povredjenim;SN SA NAJMANjE DVA VOZILA – BEZ SKRETANjA
BEOGRAD;Jesen;18.11.2022,17:00;17;2.039.734;4.459.963;Sa mat.stetom;SN SA JEDNIM VOZILOM
